rule,side,horizon,tp,sl,train,oos_april,latest
core_ema9_20_long,long,20,0.3,0.3,"{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 3196, 'mean': -0.22209, 'win_rate': 0.1298, 'profit_factor': 0.1492, 'total': -709.8}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 1284, 'mean': -0.248131, 'win_rate': 0.0864, 'profit_factor': 0.0946, 'total': -318.6}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 56, 'mean': -0.214286, 'win_rate': 0.1429, 'profit_factor': 0.1667, 'total': -12.0}"
core_ema9_20_long,long,10,0.3,0.3,"{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 3196, 'mean': -0.22209, 'win_rate': 0.1298, 'profit_factor': 0.1492, 'total': -709.8}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 1284, 'mean': -0.248131, 'win_rate': 0.0864, 'profit_factor': 0.0946, 'total': -318.6}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 57, 'mean': -0.215789, 'win_rate': 0.1404, 'profit_factor': 0.1633, 'total': -12.3}"
ema9_20_momo_long,long,20,0.3,0.3,"{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 16851, 'mean': -0.244988, 'win_rate': 0.0917, 'profit_factor': 0.1009, 'total': -4128.3}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 6919, 'mean': -0.24823, 'win_rate': 0.0863, 'profit_factor': 0.0944, 'total': -1717.5}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 797, 'mean': -0.245044, 'win_rate': 0.0916, 'profit_factor': 0.1008, 'total': -195.3}"
ema9_20_momo_long,long,10,0.3,0.3,"{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 16851, 'mean': -0.244988, 'win_rate': 0.0917, 'profit_factor': 0.1009, 'total': -4128.3}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 6919, 'mean': -0.24823, 'win_rate': 0.0863, 'profit_factor': 0.0944, 'total': -1717.5}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 802, 'mean': -0.245387, 'win_rate': 0.091, 'profit_factor': 0.1001, 'total': -196.8}"
ema50_200_momo_short,short,10,0.3,0.3,"{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 14581, 'mean': -0.255847, 'win_rate': 0.0736, 'profit_factor': 0.0794, 'total': -3730.5}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 7278, 'mean': -0.249299, 'win_rate': 0.0845, 'profit_factor': 0.0923, 'total': -1814.4}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 1081, 'mean': -0.249491, 'win_rate': 0.0842, 'profit_factor': 0.0919, 'total': -269.7}"
ema50_200_momo_short,short,20,0.3,0.3,"{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 14581, 'mean': -0.255847, 'win_rate': 0.0736, 'profit_factor': 0.0794, 'total': -3730.5}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 7278, 'mean': -0.249299, 'win_rate': 0.0845, 'profit_factor': 0.0923, 'total': -1814.4}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 1081, 'mean': -0.249491, 'win_rate': 0.0842, 'profit_factor': 0.0919, 'total': -269.7}"
ema50_200_momo_short,short,10,0.2,0.5,"{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 14581, 'mean': -0.395727, 'win_rate': 0.149, 'profit_factor': 0.07, 'total': -5770.1}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 7278, 'mean': -0.369868, 'win_rate': 0.1859, 'profit_factor': 0.0913, 'total': -2691.9}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 1081, 'mean': -0.355597, 'win_rate': 0.2063, 'profit_factor': 0.104, 'total': -384.4}"
ema50_200_momo_short,short,20,0.2,0.5,"{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 14581, 'mean': -0.395727, 'win_rate': 0.149, 'profit_factor': 0.07, 'total': -5770.1}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 7278, 'mean': -0.369868, 'win_rate': 0.1859, 'profit_factor': 0.0913, 'total': -2691.9}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 1081, 'mean': -0.355597, 'win_rate': 0.2063, 'profit_factor': 0.104, 'total': -384.4}"
raw_seq9_up_long,long,10,0.3,0.5,"{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 141, 'mean': -0.386525, 'win_rate': 0.1418, 'profit_factor': 0.0992, 'total': -54.5}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 31, 'mean': -0.396774, 'win_rate': 0.129, 'profit_factor': 0.0889, 'total': -12.3}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 4, 'mean': -0.3, 'win_rate': 0.25, 'profit_factor': 0.2, 'total': -1.2}"
raw_seq9_up_long,long,20,0.3,0.5,"{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 141, 'mean': -0.386525, 'win_rate': 0.1418, 'profit_factor': 0.0992, 'total': -54.5}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 31, 'mean': -0.396774, 'win_rate': 0.129, 'profit_factor': 0.0889, 'total': -12.3}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 4, 'mean': -0.3, 'win_rate': 0.25, 'profit_factor': 0.2, 'total': -1.2}"
breakout5_long,long,20,0.12,0.8,"{'name': 'breakout5_long', 'side': 'long', 'horizon': 20, 'count': 9192, 'mean': -0.550783, 'win_rate': 0.2709, 'profit_factor': 0.0557, 'total': -5062.8}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 20, 'count': 3797, 'mean': -0.469023, 'win_rate': 0.3598, 'profit_factor': 0.0843, 'total': -1780.88}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 20, 'count': 447, 'mean': -0.456286, 'win_rate': 0.3736, 'profit_factor': 0.0895, 'total': -203.96}"
breakout5_long,long,10,0.12,0.8,"{'name': 'breakout5_long', 'side': 'long', 'horizon': 10, 'count': 9192, 'mean': -0.550783, 'win_rate': 0.2709, 'profit_factor': 0.0557, 'total': -5062.8}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 10, 'count': 3797, 'mean': -0.469023, 'win_rate': 0.3598, 'profit_factor': 0.0843, 'total': -1780.88}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 10, 'count': 450, 'mean': -0.456533, 'win_rate': 0.3733, 'profit_factor': 0.0894, 'total': -205.44}"
raw_seq9_up_long,long,10,0.12,0.8,"{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 141, 'mean': -0.552057, 'win_rate': 0.2695, 'profit_factor': 0.0553, 'total': -77.84}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 31, 'mean': -0.473548, 'win_rate': 0.3548, 'profit_factor': 0.0825, 'total': -14.68}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 4, 'mean': -0.34, 'win_rate': 0.5, 'profit_factor': 0.15, 'total': -1.36}"
raw_seq9_up_long,long,20,0.12,0.8,"{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 141, 'mean': -0.552057, 'win_rate': 0.2695, 'profit_factor': 0.0553, 'total': -77.84}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 31, 'mean': -0.473548, 'win_rate': 0.3548, 'profit_factor': 0.0825, 'total': -14.68}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 4, 'mean': -0.34, 'win_rate': 0.5, 'profit_factor': 0.15, 'total': -1.36}"
ema9_20_momo_long,long,20,0.12,0.8,"{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 16851, 'mean': -0.535154, 'win_rate': 0.2879, 'profit_factor': 0.0606, 'total': -9017.88}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 6919, 'mean': -0.474895, 'win_rate': 0.3534, 'profit_factor': 0.082, 'total': -3285.8}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 797, 'mean': -0.462936, 'win_rate': 0.3664, 'profit_factor': 0.0867, 'total': -368.96}"
ema9_20_momo_long,long,10,0.12,0.8,"{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 16851, 'mean': -0.535154, 'win_rate': 0.2879, 'profit_factor': 0.0606, 'total': -9017.88}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 6919, 'mean': -0.474895, 'win_rate': 0.3534, 'profit_factor': 0.082, 'total': -3285.8}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 802, 'mean': -0.46389, 'win_rate': 0.3653, 'profit_factor': 0.0863, 'total': -372.04}"
core_ema9_20_long,long,20,0.12,0.8,"{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 3196, 'mean': -0.495732, 'win_rate': 0.3307, 'profit_factor': 0.0741, 'total': -1584.36}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 1284, 'mean': -0.47972, 'win_rate': 0.3481, 'profit_factor': 0.0801, 'total': -615.96}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 56, 'mean': -0.438571, 'win_rate': 0.3929, 'profit_factor': 0.0971, 'total': -24.56}"
core_ema9_20_long,long,10,0.12,0.8,"{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 3196, 'mean': -0.495732, 'win_rate': 0.3307, 'profit_factor': 0.0741, 'total': -1584.36}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 1284, 'mean': -0.47972, 'win_rate': 0.3481, 'profit_factor': 0.0801, 'total': -615.96}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 57, 'mean': -0.444912, 'win_rate': 0.386, 'profit_factor': 0.0943, 'total': -25.36}"
rsi14_revert_long,long,10,0.2,0.5,"{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 1281, 'mean': -0.37541, 'win_rate': 0.178, 'profit_factor': 0.0866, 'total': -480.9}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 493, 'mean': -0.38357, 'win_rate': 0.1663, 'profit_factor': 0.0798, 'total': -189.1}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 59, 'mean': -0.322034, 'win_rate': 0.2542, 'profit_factor': 0.1364, 'total': -19.0}"
rsi14_revert_long,long,20,0.2,0.5,"{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 1281, 'mean': -0.37541, 'win_rate': 0.178, 'profit_factor': 0.0866, 'total': -480.9}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 493, 'mean': -0.38357, 'win_rate': 0.1663, 'profit_factor': 0.0798, 'total': -189.1}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 59, 'mean': -0.322034, 'win_rate': 0.2542, 'profit_factor': 0.1364, 'total': -19.0}"
ema50_200_momo_short,short,10,0.12,0.8,"{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 14581, 'mean': -0.582319, 'win_rate': 0.2366, 'profit_factor': 0.0465, 'total': -8490.8}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 7278, 'mean': -0.501297, 'win_rate': 0.3247, 'profit_factor': 0.0721, 'total': -3648.44}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 1081, 'mean': -0.461277, 'win_rate': 0.3682, 'profit_factor': 0.0874, 'total': -498.64}"
ema50_200_momo_short,short,20,0.12,0.8,"{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 14581, 'mean': -0.582319, 'win_rate': 0.2366, 'profit_factor': 0.0465, 'total': -8490.8}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 7278, 'mean': -0.501297, 'win_rate': 0.3247, 'profit_factor': 0.0721, 'total': -3648.44}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 1081, 'mean': -0.461277, 'win_rate': 0.3682, 'profit_factor': 0.0874, 'total': -498.64}"
rsi14_revert_long,long,10,0.2,0.3,"{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 1281, 'mean': -0.253162, 'win_rate': 0.0937, 'profit_factor': 0.0689, 'total': -324.3}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 493, 'mean': -0.251318, 'win_rate': 0.0974, 'profit_factor': 0.0719, 'total': -123.9}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 59, 'mean': -0.232203, 'win_rate': 0.1356, 'profit_factor': 0.1046, 'total': -13.7}"
rsi14_revert_long,long,20,0.2,0.3,"{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 1281, 'mean': -0.253162, 'win_rate': 0.0937, 'profit_factor': 0.0689, 'total': -324.3}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 493, 'mean': -0.251318, 'win_rate': 0.0974, 'profit_factor': 0.0719, 'total': -123.9}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 59, 'mean': -0.232203, 'win_rate': 0.1356, 'profit_factor': 0.1046, 'total': -13.7}"
breakout5_long,long,20,0.2,0.3,"{'name': 'breakout5_long', 'side': 'long', 'horizon': 20, 'count': 9192, 'mean': -0.257463, 'win_rate': 0.0851, 'profit_factor': 0.062, 'total': -2366.6}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 20, 'count': 3797, 'mean': -0.252594, 'win_rate': 0.0948, 'profit_factor': 0.0698, 'total': -959.1}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 20, 'count': 447, 'mean': -0.244072, 'win_rate': 0.1119, 'profit_factor': 0.084, 'total': -109.1}"
breakout5_long,long,10,0.2,0.3,"{'name': 'breakout5_long', 'side': 'long', 'horizon': 10, 'count': 9192, 'mean': -0.257463, 'win_rate': 0.0851, 'profit_factor': 0.062, 'total': -2366.6}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 10, 'count': 3797, 'mean': -0.252594, 'win_rate': 0.0948, 'profit_factor': 0.0698, 'total': -959.1}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 10, 'count': 450, 'mean': -0.244444, 'win_rate': 0.1111, 'profit_factor': 0.0833, 'total': -110.0}"
raw_seq9_up_long,long,10,0.3,0.3,"{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 141, 'mean': -0.253191, 'win_rate': 0.078, 'profit_factor': 0.0846, 'total': -35.7}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 31, 'mean': -0.26129, 'win_rate': 0.0645, 'profit_factor': 0.069, 'total': -8.1}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 4, 'mean': -0.15, 'win_rate': 0.25, 'profit_factor': 0.3333, 'total': -0.6}"
raw_seq9_up_long,long,20,0.3,0.3,"{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 141, 'mean': -0.253191, 'win_rate': 0.078, 'profit_factor': 0.0846, 'total': -35.7}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 31, 'mean': -0.26129, 'win_rate': 0.0645, 'profit_factor': 0.069, 'total': -8.1}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 4, 'mean': -0.15, 'win_rate': 0.25, 'profit_factor': 0.3333, 'total': -0.6}"
breakout5_long,long,20,0.12,0.5,"{'name': 'breakout5_long', 'side': 'long', 'horizon': 20, 'count': 9192, 'mean': -0.394846, 'win_rate': 0.1696, 'profit_factor': 0.049, 'total': -3629.42}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 20, 'count': 3797, 'mean': -0.366105, 'win_rate': 0.216, 'profit_factor': 0.0661, 'total': -1390.1}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 20, 'count': 447, 'mean': -0.361298, 'win_rate': 0.2237, 'profit_factor': 0.0692, 'total': -161.5}"
breakout5_long,long,10,0.12,0.5,"{'name': 'breakout5_long', 'side': 'long', 'horizon': 10, 'count': 9192, 'mean': -0.394846, 'win_rate': 0.1696, 'profit_factor': 0.049, 'total': -3629.42}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 10, 'count': 3797, 'mean': -0.366105, 'win_rate': 0.216, 'profit_factor': 0.0661, 'total': -1390.1}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 10, 'count': 450, 'mean': -0.362222, 'win_rate': 0.2222, 'profit_factor': 0.0686, 'total': -163.0}"
ema9_20_momo_long,long,20,0.2,0.3,"{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 16851, 'mean': -0.25389, 'win_rate': 0.0922, 'profit_factor': 0.0677, 'total': -4278.3}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 6919, 'mean': -0.25628, 'win_rate': 0.0874, 'profit_factor': 0.0639, 'total': -1773.2}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 797, 'mean': -0.254203, 'win_rate': 0.0916, 'profit_factor': 0.0672, 'total': -202.6}"
ema9_20_momo_long,long,10,0.2,0.3,"{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 16851, 'mean': -0.25389, 'win_rate': 0.0922, 'profit_factor': 0.0677, 'total': -4278.3}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 6919, 'mean': -0.25628, 'win_rate': 0.0874, 'profit_factor': 0.0639, 'total': -1773.2}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 802, 'mean': -0.254489, 'win_rate': 0.091, 'profit_factor': 0.0668, 'total': -204.1}"
core_ema9_20_long,long,20,0.2,0.3,"{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 3196, 'mean': -0.234762, 'win_rate': 0.1305, 'profit_factor': 0.1, 'total': -750.3}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 1284, 'mean': -0.256776, 'win_rate': 0.0864, 'profit_factor': 0.0631, 'total': -329.7}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 56, 'mean': -0.228571, 'win_rate': 0.1429, 'profit_factor': 0.1111, 'total': -12.8}"
core_ema9_20_long,long,10,0.2,0.3,"{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 3196, 'mean': -0.234762, 'win_rate': 0.1305, 'profit_factor': 0.1, 'total': -750.3}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 1284, 'mean': -0.256776, 'win_rate': 0.0864, 'profit_factor': 0.0631, 'total': -329.7}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 57, 'mean': -0.229825, 'win_rate': 0.1404, 'profit_factor': 0.1088, 'total': -13.1}"
ema50_200_momo_short,short,10,0.2,0.3,"{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 14581, 'mean': -0.263068, 'win_rate': 0.0739, 'profit_factor': 0.0532, 'total': -3835.8}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 7278, 'mean': -0.257268, 'win_rate': 0.0855, 'profit_factor': 0.0623, 'total': -1872.4}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 1081, 'mean': -0.257447, 'win_rate': 0.0851, 'profit_factor': 0.062, 'total': -278.3}"
ema50_200_momo_short,short,20,0.2,0.3,"{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 14581, 'mean': -0.263068, 'win_rate': 0.0739, 'profit_factor': 0.0532, 'total': -3835.8}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 7278, 'mean': -0.257268, 'win_rate': 0.0855, 'profit_factor': 0.0623, 'total': -1872.4}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 1081, 'mean': -0.257447, 'win_rate': 0.0851, 'profit_factor': 0.062, 'total': -278.3}"
ema9_20_momo_long,long,20,0.12,0.5,"{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 16851, 'mean': -0.386972, 'win_rate': 0.1823, 'profit_factor': 0.0535, 'total': -6520.86}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 6919, 'mean': -0.373921, 'win_rate': 0.2034, 'profit_factor': 0.0613, 'total': -2587.16}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 797, 'mean': -0.368532, 'win_rate': 0.212, 'profit_factor': 0.0646, 'total': -293.72}"
ema9_20_momo_long,long,10,0.12,0.5,"{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 16851, 'mean': -0.386972, 'win_rate': 0.1823, 'profit_factor': 0.0535, 'total': -6520.86}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 6919, 'mean': -0.373921, 'win_rate': 0.2034, 'profit_factor': 0.0613, 'total': -2587.16}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 802, 'mean': -0.369352, 'win_rate': 0.2107, 'profit_factor': 0.0641, 'total': -296.22}"
core_ema9_20_long,long,20,0.12,0.5,"{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 3196, 'mean': -0.365369, 'win_rate': 0.2171, 'profit_factor': 0.0666, 'total': -1167.72}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 1284, 'mean': -0.376386, 'win_rate': 0.1994, 'profit_factor': 0.0598, 'total': -483.28}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 56, 'mean': -0.378214, 'win_rate': 0.1964, 'profit_factor': 0.0587, 'total': -21.18}"
core_ema9_20_long,long,10,0.12,0.5,"{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 3196, 'mean': -0.365369, 'win_rate': 0.2171, 'profit_factor': 0.0666, 'total': -1167.72}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 1284, 'mean': -0.376386, 'win_rate': 0.1994, 'profit_factor': 0.0598, 'total': -483.28}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 57, 'mean': -0.380351, 'win_rate': 0.193, 'profit_factor': 0.0574, 'total': -21.68}"
rsi14_revert_long,long,10,0.12,0.8,"{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 1281, 'mean': -0.568743, 'win_rate': 0.2514, 'profit_factor': 0.0504, 'total': -728.56}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 493, 'mean': -0.538742, 'win_rate': 0.284, 'profit_factor': 0.0595, 'total': -265.6}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 59, 'mean': -0.472542, 'win_rate': 0.3559, 'profit_factor': 0.0829, 'total': -27.88}"
rsi14_revert_long,long,20,0.12,0.8,"{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 1281, 'mean': -0.568743, 'win_rate': 0.2514, 'profit_factor': 0.0504, 'total': -728.56}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 493, 'mean': -0.538742, 'win_rate': 0.284, 'profit_factor': 0.0595, 'total': -265.6}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 59, 'mean': -0.472542, 'win_rate': 0.3559, 'profit_factor': 0.0829, 'total': -27.88}"
raw_seq9_up_long,long,10,0.2,0.5,"{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 141, 'mean': -0.395745, 'win_rate': 0.1489, 'profit_factor': 0.07, 'total': -55.8}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 31, 'mean': -0.409677, 'win_rate': 0.129, 'profit_factor': 0.0593, 'total': -12.7}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 4, 'mean': -0.325, 'win_rate': 0.25, 'profit_factor': 0.1333, 'total': -1.3}"
raw_seq9_up_long,long,20,0.2,0.5,"{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 141, 'mean': -0.395745, 'win_rate': 0.1489, 'profit_factor': 0.07, 'total': -55.8}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 31, 'mean': -0.409677, 'win_rate': 0.129, 'profit_factor': 0.0593, 'total': -12.7}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 4, 'mean': -0.325, 'win_rate': 0.25, 'profit_factor': 0.1333, 'total': -1.3}"
breakout5_long,long,20,0.08,0.8,"{'name': 'breakout5_long', 'side': 'long', 'horizon': 20, 'count': 9192, 'mean': -0.56047, 'win_rate': 0.2722, 'profit_factor': 0.0374, 'total': -5151.84}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 20, 'count': 3797, 'mean': -0.4804, 'win_rate': 0.3632, 'profit_factor': 0.057, 'total': -1824.08}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 20, 'count': 447, 'mean': -0.469262, 'win_rate': 0.3758, 'profit_factor': 0.0602, 'total': -209.76}"
breakout5_long,long,10,0.08,0.8,"{'name': 'breakout5_long', 'side': 'long', 'horizon': 10, 'count': 9192, 'mean': -0.56047, 'win_rate': 0.2722, 'profit_factor': 0.0374, 'total': -5151.84}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 10, 'count': 3797, 'mean': -0.4804, 'win_rate': 0.3632, 'profit_factor': 0.057, 'total': -1824.08}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 10, 'count': 450, 'mean': -0.469511, 'win_rate': 0.3756, 'profit_factor': 0.0601, 'total': -211.28}"
ema50_200_momo_short,short,10,0.12,0.5,"{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 14581, 'mean': -0.407432, 'win_rate': 0.1493, 'profit_factor': 0.0421, 'total': -5940.76}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 7278, 'mean': -0.383803, 'win_rate': 0.1874, 'profit_factor': 0.0554, 'total': -2793.32}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 1081, 'mean': -0.370953, 'win_rate': 0.2081, 'profit_factor': 0.0631, 'total': -401.0}"
ema50_200_momo_short,short,20,0.12,0.5,"{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 14581, 'mean': -0.407432, 'win_rate': 0.1493, 'profit_factor': 0.0421, 'total': -5940.76}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 7278, 'mean': -0.383803, 'win_rate': 0.1874, 'profit_factor': 0.0554, 'total': -2793.32}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 1081, 'mean': -0.370953, 'win_rate': 0.2081, 'profit_factor': 0.0631, 'total': -401.0}"
