rule,side,horizon,tp,sl,train,oos_april,latest
ema9_20_momo_long,long,20,0.08,0.8,"{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 16851, 'mean': -0.54552, 'win_rate': 0.2892, 'profit_factor': 0.0407, 'total': -9192.56}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 6919, 'mean': -0.486741, 'win_rate': 0.356, 'profit_factor': 0.0553, 'total': -3367.76}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 797, 'mean': -0.475383, 'win_rate': 0.3689, 'profit_factor': 0.0584, 'total': -378.88}"
ema9_20_momo_long,long,10,0.08,0.8,"{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 16851, 'mean': -0.54552, 'win_rate': 0.2892, 'profit_factor': 0.0407, 'total': -9192.56}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 6919, 'mean': -0.486741, 'win_rate': 0.356, 'profit_factor': 0.0553, 'total': -3367.76}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 802, 'mean': -0.476309, 'win_rate': 0.3678, 'profit_factor': 0.0582, 'total': -382.0}"
raw_seq9_up_long,long,10,0.08,0.8,"{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 141, 'mean': -0.562837, 'win_rate': 0.2695, 'profit_factor': 0.0369, 'total': -79.36}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 31, 'mean': -0.487742, 'win_rate': 0.3548, 'profit_factor': 0.055, 'total': -15.12}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 4, 'mean': -0.36, 'win_rate': 0.5, 'profit_factor': 0.1, 'total': -1.44}"
raw_seq9_up_long,long,20,0.08,0.8,"{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 141, 'mean': -0.562837, 'win_rate': 0.2695, 'profit_factor': 0.0369, 'total': -79.36}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 31, 'mean': -0.487742, 'win_rate': 0.3548, 'profit_factor': 0.055, 'total': -15.12}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 4, 'mean': -0.36, 'win_rate': 0.5, 'profit_factor': 0.1, 'total': -1.44}"
core_ema9_20_long,long,20,0.08,0.8,"{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 3196, 'mean': -0.508411, 'win_rate': 0.3314, 'profit_factor': 0.0496, 'total': -1624.88}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 1284, 'mean': -0.493645, 'win_rate': 0.3481, 'profit_factor': 0.0534, 'total': -633.84}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 56, 'mean': -0.454286, 'win_rate': 0.3929, 'profit_factor': 0.0647, 'total': -25.44}"
core_ema9_20_long,long,10,0.08,0.8,"{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 3196, 'mean': -0.508411, 'win_rate': 0.3314, 'profit_factor': 0.0496, 'total': -1624.88}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 1284, 'mean': -0.493645, 'win_rate': 0.3481, 'profit_factor': 0.0534, 'total': -633.84}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 57, 'mean': -0.460351, 'win_rate': 0.386, 'profit_factor': 0.0629, 'total': -26.24}"
ema50_200_momo_short,short,10,0.08,0.8,"{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 14581, 'mean': -0.591482, 'win_rate': 0.237, 'profit_factor': 0.0311, 'total': -8624.4}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 7278, 'mean': -0.512591, 'win_rate': 0.3266, 'profit_factor': 0.0485, 'total': -3730.64}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 1081, 'mean': -0.473562, 'win_rate': 0.371, 'profit_factor': 0.059, 'total': -511.92}"
ema50_200_momo_short,short,20,0.08,0.8,"{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 14581, 'mean': -0.591482, 'win_rate': 0.237, 'profit_factor': 0.0311, 'total': -8624.4}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 7278, 'mean': -0.512591, 'win_rate': 0.3266, 'profit_factor': 0.0485, 'total': -3730.64}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 1081, 'mean': -0.473562, 'win_rate': 0.371, 'profit_factor': 0.059, 'total': -511.92}"
rsi14_revert_long,long,10,0.12,0.5,"{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 1281, 'mean': -0.389649, 'win_rate': 0.178, 'profit_factor': 0.052, 'total': -499.14}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 493, 'mean': -0.396876, 'win_rate': 0.1663, 'profit_factor': 0.0479, 'total': -195.66}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 59, 'mean': -0.342373, 'win_rate': 0.2542, 'profit_factor': 0.0818, 'total': -20.2}"
rsi14_revert_long,long,20,0.12,0.5,"{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 1281, 'mean': -0.389649, 'win_rate': 0.178, 'profit_factor': 0.052, 'total': -499.14}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 493, 'mean': -0.396876, 'win_rate': 0.1663, 'profit_factor': 0.0479, 'total': -195.66}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 59, 'mean': -0.342373, 'win_rate': 0.2542, 'profit_factor': 0.0818, 'total': -20.2}"
raw_seq9_up_long,long,10,0.2,0.3,"{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 141, 'mean': -0.260993, 'win_rate': 0.078, 'profit_factor': 0.0564, 'total': -36.8}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 31, 'mean': -0.267742, 'win_rate': 0.0645, 'profit_factor': 0.046, 'total': -8.3}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 4, 'mean': -0.175, 'win_rate': 0.25, 'profit_factor': 0.2222, 'total': -0.7}"
raw_seq9_up_long,long,20,0.2,0.3,"{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 141, 'mean': -0.260993, 'win_rate': 0.078, 'profit_factor': 0.0564, 'total': -36.8}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 31, 'mean': -0.267742, 'win_rate': 0.0645, 'profit_factor': 0.046, 'total': -8.3}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 4, 'mean': -0.175, 'win_rate': 0.25, 'profit_factor': 0.2222, 'total': -0.7}"
breakout5_long,long,20,0.08,0.5,"{'name': 'breakout5_long', 'side': 'long', 'horizon': 20, 'count': 9192, 'mean': -0.401503, 'win_rate': 0.1698, 'profit_factor': 0.0327, 'total': -3690.62}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 20, 'count': 3797, 'mean': -0.373979, 'win_rate': 0.2173, 'profit_factor': 0.0444, 'total': -1420.0}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 20, 'count': 447, 'mean': -0.370246, 'win_rate': 0.2237, 'profit_factor': 0.0461, 'total': -165.5}"
breakout5_long,long,10,0.08,0.5,"{'name': 'breakout5_long', 'side': 'long', 'horizon': 10, 'count': 9192, 'mean': -0.401503, 'win_rate': 0.1698, 'profit_factor': 0.0327, 'total': -3690.62}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 10, 'count': 3797, 'mean': -0.373979, 'win_rate': 0.2173, 'profit_factor': 0.0444, 'total': -1420.0}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 10, 'count': 450, 'mean': -0.371111, 'win_rate': 0.2222, 'profit_factor': 0.0457, 'total': -167.0}"
rsi14_revert_long,long,10,0.12,0.3,"{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 1281, 'mean': -0.260656, 'win_rate': 0.0937, 'profit_factor': 0.0413, 'total': -333.9}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 493, 'mean': -0.259108, 'win_rate': 0.0974, 'profit_factor': 0.0431, 'total': -127.74}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 59, 'mean': -0.243051, 'win_rate': 0.1356, 'profit_factor': 0.0627, 'total': -14.34}"
rsi14_revert_long,long,20,0.12,0.3,"{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 1281, 'mean': -0.260656, 'win_rate': 0.0937, 'profit_factor': 0.0413, 'total': -333.9}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 493, 'mean': -0.259108, 'win_rate': 0.0974, 'profit_factor': 0.0431, 'total': -127.74}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 59, 'mean': -0.243051, 'win_rate': 0.1356, 'profit_factor': 0.0627, 'total': -14.34}"
breakout5_long,long,20,0.12,0.3,"{'name': 'breakout5_long', 'side': 'long', 'horizon': 20, 'count': 9192, 'mean': -0.264178, 'win_rate': 0.0853, 'profit_factor': 0.0373, 'total': -2428.32}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 20, 'count': 3797, 'mean': -0.260068, 'win_rate': 0.0951, 'profit_factor': 0.042, 'total': -987.48}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 20, 'count': 447, 'mean': -0.25302, 'win_rate': 0.1119, 'profit_factor': 0.0504, 'total': -113.1}"
breakout5_long,long,10,0.12,0.3,"{'name': 'breakout5_long', 'side': 'long', 'horizon': 10, 'count': 9192, 'mean': -0.264178, 'win_rate': 0.0853, 'profit_factor': 0.0373, 'total': -2428.32}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 10, 'count': 3797, 'mean': -0.260068, 'win_rate': 0.0951, 'profit_factor': 0.042, 'total': -987.48}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 10, 'count': 450, 'mean': -0.253333, 'win_rate': 0.1111, 'profit_factor': 0.05, 'total': -114.0}"
ema9_20_momo_long,long,20,0.08,0.5,"{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 16851, 'mean': -0.394057, 'win_rate': 0.1827, 'profit_factor': 0.0358, 'total': -6640.26}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 6919, 'mean': -0.381468, 'win_rate': 0.2044, 'profit_factor': 0.0411, 'total': -2639.38}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 797, 'mean': -0.377014, 'win_rate': 0.212, 'profit_factor': 0.0431, 'total': -300.48}"
ema9_20_momo_long,long,10,0.08,0.5,"{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 16851, 'mean': -0.394057, 'win_rate': 0.1827, 'profit_factor': 0.0358, 'total': -6640.26}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 6919, 'mean': -0.381468, 'win_rate': 0.2044, 'profit_factor': 0.0411, 'total': -2639.38}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 802, 'mean': -0.377781, 'win_rate': 0.2107, 'profit_factor': 0.0427, 'total': -302.98}"
core_ema9_20_long,long,20,0.08,0.5,"{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 3196, 'mean': -0.373874, 'win_rate': 0.2175, 'profit_factor': 0.0445, 'total': -1194.9}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 1284, 'mean': -0.384361, 'win_rate': 0.1994, 'profit_factor': 0.0398, 'total': -493.52}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 56, 'mean': -0.386071, 'win_rate': 0.1964, 'profit_factor': 0.0391, 'total': -21.62}"
core_ema9_20_long,long,10,0.08,0.5,"{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 3196, 'mean': -0.373874, 'win_rate': 0.2175, 'profit_factor': 0.0445, 'total': -1194.9}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 1284, 'mean': -0.384361, 'win_rate': 0.1994, 'profit_factor': 0.0398, 'total': -493.52}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 57, 'mean': -0.38807, 'win_rate': 0.193, 'profit_factor': 0.0383, 'total': -22.12}"
rsi14_revert_long,long,10,0.08,0.8,"{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 1281, 'mean': -0.578798, 'win_rate': 0.2514, 'profit_factor': 0.0336, 'total': -741.44}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 493, 'mean': -0.550101, 'win_rate': 0.284, 'profit_factor': 0.0397, 'total': -271.2}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 59, 'mean': -0.48678, 'win_rate': 0.3559, 'profit_factor': 0.0553, 'total': -28.72}"
rsi14_revert_long,long,20,0.08,0.8,"{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 1281, 'mean': -0.578798, 'win_rate': 0.2514, 'profit_factor': 0.0336, 'total': -741.44}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 493, 'mean': -0.550101, 'win_rate': 0.284, 'profit_factor': 0.0397, 'total': -271.2}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 59, 'mean': -0.48678, 'win_rate': 0.3559, 'profit_factor': 0.0553, 'total': -28.72}"
ema9_20_momo_long,long,20,0.12,0.3,"{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 16851, 'mean': -0.261168, 'win_rate': 0.0925, 'profit_factor': 0.0408, 'total': -4400.94}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 6919, 'mean': -0.263214, 'win_rate': 0.0876, 'profit_factor': 0.0384, 'total': -1821.18}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 797, 'mean': -0.261004, 'win_rate': 0.0928, 'profit_factor': 0.0409, 'total': -208.02}"
ema9_20_momo_long,long,10,0.12,0.3,"{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 16851, 'mean': -0.261168, 'win_rate': 0.0925, 'profit_factor': 0.0408, 'total': -4400.94}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 6919, 'mean': -0.263214, 'win_rate': 0.0876, 'profit_factor': 0.0384, 'total': -1821.18}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 802, 'mean': -0.261247, 'win_rate': 0.0923, 'profit_factor': 0.0407, 'total': -209.52}"
core_ema9_20_long,long,20,0.12,0.3,"{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 3196, 'mean': -0.244806, 'win_rate': 0.1314, 'profit_factor': 0.0605, 'total': -782.4}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 1284, 'mean': -0.263692, 'win_rate': 0.0864, 'profit_factor': 0.0379, 'total': -338.58}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 56, 'mean': -0.24, 'win_rate': 0.1429, 'profit_factor': 0.0667, 'total': -13.44}"
core_ema9_20_long,long,10,0.12,0.3,"{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 3196, 'mean': -0.244806, 'win_rate': 0.1314, 'profit_factor': 0.0605, 'total': -782.4}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 1284, 'mean': -0.263692, 'win_rate': 0.0864, 'profit_factor': 0.0379, 'total': -338.58}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 57, 'mean': -0.241053, 'win_rate': 0.1404, 'profit_factor': 0.0653, 'total': -13.74}"
ema50_200_momo_short,short,10,0.12,0.3,"{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 14581, 'mean': -0.26892, 'win_rate': 0.074, 'profit_factor': 0.032, 'total': -3921.12}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 7278, 'mean': -0.264048, 'win_rate': 0.0856, 'profit_factor': 0.0374, 'total': -1921.74}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 1081, 'mean': -0.264255, 'win_rate': 0.0851, 'profit_factor': 0.0372, 'total': -285.66}"
ema50_200_momo_short,short,20,0.12,0.3,"{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 14581, 'mean': -0.26892, 'win_rate': 0.074, 'profit_factor': 0.032, 'total': -3921.12}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 7278, 'mean': -0.264048, 'win_rate': 0.0856, 'profit_factor': 0.0374, 'total': -1921.74}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 1081, 'mean': -0.264255, 'win_rate': 0.0851, 'profit_factor': 0.0372, 'total': -285.66}"
ema50_200_momo_short,short,10,0.08,0.5,"{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 14581, 'mean': -0.413284, 'win_rate': 0.1495, 'profit_factor': 0.0281, 'total': -6026.1}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 7278, 'mean': -0.390822, 'win_rate': 0.1882, 'profit_factor': 0.0371, 'total': -2844.4}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 1081, 'mean': -0.379278, 'win_rate': 0.2081, 'profit_factor': 0.0421, 'total': -410.0}"
ema50_200_momo_short,short,20,0.08,0.5,"{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 14581, 'mean': -0.413284, 'win_rate': 0.1495, 'profit_factor': 0.0281, 'total': -6026.1}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 7278, 'mean': -0.390822, 'win_rate': 0.1882, 'profit_factor': 0.0371, 'total': -2844.4}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 1081, 'mean': -0.379278, 'win_rate': 0.2081, 'profit_factor': 0.0421, 'total': -410.0}"
raw_seq9_up_long,long,10,0.12,0.5,"{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 141, 'mean': -0.40766, 'win_rate': 0.1489, 'profit_factor': 0.042, 'total': -57.48}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 31, 'mean': -0.42, 'win_rate': 0.129, 'profit_factor': 0.0356, 'total': -13.02}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 4, 'mean': -0.345, 'win_rate': 0.25, 'profit_factor': 0.08, 'total': -1.38}"
raw_seq9_up_long,long,20,0.12,0.5,"{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 141, 'mean': -0.40766, 'win_rate': 0.1489, 'profit_factor': 0.042, 'total': -57.48}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 31, 'mean': -0.42, 'win_rate': 0.129, 'profit_factor': 0.0356, 'total': -13.02}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 4, 'mean': -0.345, 'win_rate': 0.25, 'profit_factor': 0.08, 'total': -1.38}"
rsi14_revert_long,long,10,0.08,0.5,"{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 1281, 'mean': -0.396768, 'win_rate': 0.178, 'profit_factor': 0.0346, 'total': -508.26}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 493, 'mean': -0.403529, 'win_rate': 0.1663, 'profit_factor': 0.0319, 'total': -198.94}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 59, 'mean': -0.352542, 'win_rate': 0.2542, 'profit_factor': 0.0545, 'total': -20.8}"
rsi14_revert_long,long,20,0.08,0.5,"{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 1281, 'mean': -0.396768, 'win_rate': 0.178, 'profit_factor': 0.0346, 'total': -508.26}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 493, 'mean': -0.403529, 'win_rate': 0.1663, 'profit_factor': 0.0319, 'total': -198.94}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 59, 'mean': -0.352542, 'win_rate': 0.2542, 'profit_factor': 0.0545, 'total': -20.8}"
rsi14_revert_long,long,10,0.08,0.3,"{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 1281, 'mean': -0.264403, 'win_rate': 0.0937, 'profit_factor': 0.0276, 'total': -338.7}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 493, 'mean': -0.263002, 'win_rate': 0.0974, 'profit_factor': 0.0288, 'total': -129.66}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 59, 'mean': -0.248475, 'win_rate': 0.1356, 'profit_factor': 0.0418, 'total': -14.66}"
rsi14_revert_long,long,20,0.08,0.3,"{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 1281, 'mean': -0.264403, 'win_rate': 0.0937, 'profit_factor': 0.0276, 'total': -338.7}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 493, 'mean': -0.263002, 'win_rate': 0.0974, 'profit_factor': 0.0288, 'total': -129.66}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 59, 'mean': -0.248475, 'win_rate': 0.1356, 'profit_factor': 0.0418, 'total': -14.66}"
breakout5_long,long,20,0.08,0.3,"{'name': 'breakout5_long', 'side': 'long', 'horizon': 20, 'count': 9192, 'mean': -0.267548, 'win_rate': 0.0854, 'profit_factor': 0.0249, 'total': -2459.3}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 20, 'count': 3797, 'mean': -0.263771, 'win_rate': 0.0953, 'profit_factor': 0.0281, 'total': -1001.54}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 20, 'count': 447, 'mean': -0.257494, 'win_rate': 0.1119, 'profit_factor': 0.0336, 'total': -115.1}"
breakout5_long,long,10,0.08,0.3,"{'name': 'breakout5_long', 'side': 'long', 'horizon': 10, 'count': 9192, 'mean': -0.267548, 'win_rate': 0.0854, 'profit_factor': 0.0249, 'total': -2459.3}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 10, 'count': 3797, 'mean': -0.263771, 'win_rate': 0.0953, 'profit_factor': 0.0281, 'total': -1001.54}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 10, 'count': 450, 'mean': -0.257778, 'win_rate': 0.1111, 'profit_factor': 0.0333, 'total': -116.0}"
raw_seq9_up_long,long,10,0.12,0.3,"{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 141, 'mean': -0.267234, 'win_rate': 0.078, 'profit_factor': 0.0338, 'total': -37.68}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 31, 'mean': -0.272903, 'win_rate': 0.0645, 'profit_factor': 0.0276, 'total': -8.46}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 4, 'mean': -0.195, 'win_rate': 0.25, 'profit_factor': 0.1333, 'total': -0.78}"
raw_seq9_up_long,long,20,0.12,0.3,"{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 141, 'mean': -0.267234, 'win_rate': 0.078, 'profit_factor': 0.0338, 'total': -37.68}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 31, 'mean': -0.272903, 'win_rate': 0.0645, 'profit_factor': 0.0276, 'total': -8.46}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 4, 'mean': -0.195, 'win_rate': 0.25, 'profit_factor': 0.1333, 'total': -0.78}"
ema9_20_momo_long,long,20,0.08,0.3,"{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 16851, 'mean': -0.264844, 'win_rate': 0.0925, 'profit_factor': 0.0272, 'total': -4462.88}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 6919, 'mean': -0.266663, 'win_rate': 0.0877, 'profit_factor': 0.0256, 'total': -1845.04}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 797, 'mean': -0.264718, 'win_rate': 0.0928, 'profit_factor': 0.0273, 'total': -210.98}"
ema9_20_momo_long,long,10,0.08,0.3,"{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 16851, 'mean': -0.264844, 'win_rate': 0.0925, 'profit_factor': 0.0272, 'total': -4462.88}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 6919, 'mean': -0.266663, 'win_rate': 0.0877, 'profit_factor': 0.0256, 'total': -1845.04}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 802, 'mean': -0.264938, 'win_rate': 0.0923, 'profit_factor': 0.0271, 'total': -212.48}"
core_ema9_20_long,long,20,0.08,0.3,"{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 3196, 'mean': -0.250063, 'win_rate': 0.1314, 'profit_factor': 0.0403, 'total': -799.2}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 1284, 'mean': -0.26715, 'win_rate': 0.0864, 'profit_factor': 0.0252, 'total': -343.02}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 56, 'mean': -0.245714, 'win_rate': 0.1429, 'profit_factor': 0.0444, 'total': -13.76}"
core_ema9_20_long,long,10,0.08,0.3,"{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 3196, 'mean': -0.250063, 'win_rate': 0.1314, 'profit_factor': 0.0403, 'total': -799.2}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 1284, 'mean': -0.26715, 'win_rate': 0.0864, 'profit_factor': 0.0252, 'total': -343.02}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 57, 'mean': -0.246667, 'win_rate': 0.1404, 'profit_factor': 0.0435, 'total': -14.06}"
ema50_200_momo_short,short,10,0.08,0.3,"{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 14581, 'mean': -0.271828, 'win_rate': 0.0741, 'profit_factor': 0.0214, 'total': -3963.52}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 7278, 'mean': -0.267472, 'win_rate': 0.0856, 'profit_factor': 0.025, 'total': -1946.66}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 1081, 'mean': -0.26766, 'win_rate': 0.0851, 'profit_factor': 0.0248, 'total': -289.34}"
ema50_200_momo_short,short,20,0.08,0.3,"{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 14581, 'mean': -0.271828, 'win_rate': 0.0741, 'profit_factor': 0.0214, 'total': -3963.52}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 7278, 'mean': -0.267472, 'win_rate': 0.0856, 'profit_factor': 0.025, 'total': -1946.66}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 1081, 'mean': -0.26766, 'win_rate': 0.0851, 'profit_factor': 0.0248, 'total': -289.34}"
